"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"223","GO:0017157~regulation of exocytosis",4,"4/90","213/18669",0.0196477857097777,0.19498004383739,3.89546165884194,"ENSG00000220205/ENSG00000163032/ENSG00000166128/ENSG00000106089","VAMP2/VSNL1/RAB8B/STX1A","GO_BP"
"224","GO:0046839~phospholipid dephosphorylation",2,"2/90","45/18669",0.0198933857742052,0.195799093694603,9.21925925925926,"ENSG00000162407/ENSG00000126821","PLPP3/SGPP1","GO_BP"
"225","GO:0008016~regulation of heart contraction",4,"4/90","214/18669",0.019950175083652,0.195799093694603,3.87725856697819,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000129682","CAV1/PDE4D/DMD/FGF13","GO_BP"
"226","GO:0042060~wound healing",6,"6/90","442/18669",0.0199957501920381,0.195799093694603,2.8158371040724,"ENSG00000105974/ENSG00000065534/ENSG00000066468/ENSG00000162407/ENSG00000151914/ENSG00000142632","CAV1/MYLK/FGFR2/PLPP3/DST/ARHGEF19","GO_BP"
"227","GO:0072503~cellular divalent inorganic cation homeostasis",5,"5/90","324/18669",0.0202456321668564,0.196154143578519,3.2011316872428,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000105971/ENSG00000125247","CAV1/PDE4D/DMD/CAV2/TMTC4","GO_BP"
"228","GO:0006469~negative regulation of protein kinase activity",4,"4/90","216/18669",0.0205635712506397,0.196154143578519,3.84135802469136,"ENSG00000105974/ENSG00000101255/ENSG00000134982/ENSG00000173706","CAV1/TRIB3/APC/HEG1","GO_BP"
"229","GO:0007179~transforming growth factor beta receptor signaling pathway",4,"4/90","216/18669",0.0205635712506397,0.196154143578519,3.84135802469136,"ENSG00000215417/ENSG00000105974/ENSG00000169554/ENSG00000105971","MIR17HG/CAV1/ZEB2/CAV2","GO_BP"
"230","GO:0006904~vesicle docking involved in exocytosis",2,"2/90","46/18669",0.0207332813469672,0.196154143578519,9.01884057971015,"ENSG00000166128/ENSG00000106089","RAB8B/STX1A","GO_BP"
"231","GO:0007019~microtubule depolymerization",2,"2/90","46/18669",0.0207332813469672,0.196154143578519,9.01884057971015,"ENSG00000129682/ENSG00000134982","FGF13/APC","GO_BP"
"232","GO:0044788~modulation by host of viral process",2,"2/90","46/18669",0.0207332813469672,0.196154143578519,9.01884057971015,"ENSG00000188706/ENSG00000105971","ZDHHC9/CAV2","GO_BP"
"233","GO:0055010~ventricular cardiac muscle tissue morphogenesis",2,"2/90","46/18669",0.0207332813469672,0.196154143578519,9.01884057971015,"ENSG00000066468/ENSG00000173706","FGFR2/HEG1","GO_BP"
"234","GO:0045446~endothelial cell differentiation",3,"3/90","121/18669",0.0207411069125049,0.196154143578519,5.14297520661157,"ENSG00000113448/ENSG00000105976/ENSG00000173706","PDE4D/MET/HEG1","GO_BP"
"235","GO:0008286~insulin receptor signaling pathway",3,"3/90","122/18669",0.0211914546086541,0.198714784105727,5.10081967213115,"ENSG00000105971/ENSG00000134982/ENSG00000150907","CAV2/APC/FOXO1","GO_BP"
"236","GO:0071901~negative regulation of protein serine/threonine kinase activity",3,"3/90","122/18669",0.0211914546086541,0.198714784105727,5.10081967213115,"ENSG00000105974/ENSG00000134982/ENSG00000173706","CAV1/APC/HEG1","GO_BP"
"237","GO:0060711~labyrinthine layer development",2,"2/90","47/18669",0.0215877842785781,0.200730111800392,8.82695035460993,"ENSG00000066468/ENSG00000084676","FGFR2/NCOA1","GO_BP"
"238","GO:1902895~positive regulation of miRNA transcription",2,"2/90","47/18669",0.0215877842785781,0.200730111800392,8.82695035460993,"ENSG00000113580/ENSG00000136997","NR3C1/MYC","GO_BP"
"239","GO:0031109~microtubule polymerization or depolymerization",3,"3/90","124/18669",0.0221082254650904,0.203856262309354,5.01854838709677,"ENSG00000105976/ENSG00000129682/ENSG00000134982","MET/FGF13/APC","GO_BP"
"240","GO:0046660~female sex differentiation",3,"3/90","124/18669",0.0221082254650904,0.203856262309354,5.01854838709677,"ENSG00000145685/ENSG00000171552/ENSG00000106003","LHFPL2/BCL2L1/LFNG","GO_BP"
"241","GO:0048638~regulation of developmental growth",5,"5/90","333/18669",0.0224761853285884,0.206389203867909,3.11461461461461,"ENSG00000215417/ENSG00000065320/ENSG00000066468/ENSG00000129682/ENSG00000198910","MIR17HG/NTN1/FGFR2/FGF13/L1CAM","GO_BP"
"242","GO:0003206~cardiac chamber morphogenesis",3,"3/90","126/18669",0.0230464358811498,0.210672210909218,4.93888888888889,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"243","GO:0050679~positive regulation of epithelial cell proliferation",4,"4/90","224/18669",0.0231330082471487,0.210672210909218,3.70416666666667,"ENSG00000066468/ENSG00000136997/ENSG00000117020/ENSG00000105971","FGFR2/MYC/AKT3/CAV2","GO_BP"
"244","GO:0034661~ncRNA catabolic process",2,"2/90","49/18669",0.0233399852635343,0.21161660885387,8.46666666666667,"ENSG00000269821/ENSG00000234741","KCNQ1OT1/GAS5","GO_BP"
"245","GO:0060562~epithelial tube morphogenesis",5,"5/90","337/18669",0.0235169074116144,0.21161660885387,3.07764589515331,"ENSG00000065320/ENSG00000113580/ENSG00000066468/ENSG00000136997/ENSG00000105976","NTN1/NR3C1/FGFR2/MYC/MET","GO_BP"
"246","GO:0003231~cardiac ventricle development",3,"3/90","127/18669",0.0235235814631957,0.21161660885387,4.9,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"247","GO:0030072~peptide hormone secretion",4,"4/90","226/18669",0.02380457402981,0.21327741833186,3.67138643067847,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"248","GO:0018198~peptidyl-cysteine modification",2,"2/90","50/18669",0.0242373726942249,0.214549223089279,8.29733333333333,"ENSG00000188706/ENSG00000198947","ZDHHC9/DMD","GO_BP"
"249","GO:0060043~regulation of cardiac muscle cell proliferation",2,"2/90","50/18669",0.0242373726942249,0.214549223089279,8.29733333333333,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"250","GO:0089718~amino acid import across plasma membrane",2,"2/90","50/18669",0.0242373726942249,0.214549223089279,8.29733333333333,"ENSG00000131389/ENSG00000105281","SLC6A6/SLC1A5","GO_BP"
"251","GO:0014902~myotube differentiation",3,"3/90","129/18669",0.0244939508777517,0.215099655922478,4.82403100775194,"ENSG00000111913/ENSG00000105971/ENSG00000152413","RIPOR2/CAV2/HOMER1","GO_BP"
"252","GO:0051928~positive regulation of calcium ion transport",3,"3/90","129/18669",0.0244939508777517,0.215099655922478,4.82403100775194,"ENSG00000105974/ENSG00000065534/ENSG00000152413","CAV1/MYLK/HOMER1","GO_BP"
"253","GO:0030850~prostate gland development",2,"2/90","51/18669",0.0251487462241239,0.21825166821171,8.13464052287582,"ENSG00000066468/ENSG00000116455","FGFR2/WDR77","GO_BP"
"254","GO:0032873~negative regulation of stress-activated MAPK cascade",2,"2/90","51/18669",0.0251487462241239,0.21825166821171,8.13464052287582,"ENSG00000136997/ENSG00000150907","MYC/FOXO1","GO_BP"
"255","GO:0070303~negative regulation of stress-activated protein kinase signaling cascade",2,"2/90","51/18669",0.0251487462241239,0.21825166821171,8.13464052287582,"ENSG00000136997/ENSG00000150907","MYC/FOXO1","GO_BP"
"256","GO:0010595~positive regulation of endothelial cell migration",3,"3/90","131/18669",0.0254857499689796,0.219879937035797,4.75038167938931,"ENSG00000162407/ENSG00000105976/ENSG00000117020","PLPP3/MET/AKT3","GO_BP"
"257","GO:0002790~peptide secretion",4,"4/90","231/18669",0.0255350853222774,0.219879937035797,3.59191919191919,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"258","GO:0060560~developmental growth involved in morphogenesis",4,"4/90","232/18669",0.0258900730996751,0.221079152473568,3.5764367816092,"ENSG00000065320/ENSG00000066468/ENSG00000129682/ENSG00000198910","NTN1/FGFR2/FGF13/L1CAM","GO_BP"
"259","GO:0010939~regulation of necrotic cell death",2,"2/90","52/18669",0.0260739533644832,0.221079152473568,7.97820512820513,"ENSG00000105974/ENSG00000131389","CAV1/SLC6A6","GO_BP"
"260","GO:0021872~forebrain generation of neurons",2,"2/90","52/18669",0.0260739533644832,0.221079152473568,7.97820512820513,"ENSG00000066468/ENSG00000130449","FGFR2/ZSWIM6","GO_BP"
"261","GO:0046622~positive regulation of organ growth",2,"2/90","52/18669",0.0260739533644832,0.221079152473568,7.97820512820513,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"262","GO:0007389~pattern specification process",6,"6/90","473/18669",0.0267761939180274,0.22222833081743,2.63128964059197,"ENSG00000143995/ENSG00000066468/ENSG00000116455/ENSG00000134982/ENSG00000164093/ENSG00000106003","MEIS1/FGFR2/WDR77/APC/PITX2/LFNG","GO_BP"
"263","GO:0046883~regulation of hormone secretion",4,"4/90","235/18669",0.026972892058284,0.22222833081743,3.53078014184397,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"264","GO:0006111~regulation of gluconeogenesis",2,"2/90","53/18669",0.0270128427428326,0.22222833081743,7.82767295597484,"ENSG00000113580/ENSG00000150907","NR3C1/FOXO1","GO_BP"
"265","GO:0007215~glutamate receptor signaling pathway",2,"2/90","53/18669",0.0270128427428326,0.22222833081743,7.82767295597484,"ENSG00000105464/ENSG00000152413","GRIN2D/HOMER1","GO_BP"
"266","GO:0015804~neutral amino acid transport",2,"2/90","53/18669",0.0270128427428326,0.22222833081743,7.82767295597484,"ENSG00000131389/ENSG00000105281","SLC6A6/SLC1A5","GO_BP"
"267","GO:0019933~cAMP-mediated signaling",2,"2/90","53/18669",0.0270128427428326,0.22222833081743,7.82767295597484,"ENSG00000198121/ENSG00000113448","LPAR1/PDE4D","GO_BP"
"268","GO:0051452~intracellular pH reduction",2,"2/90","53/18669",0.0270128427428326,0.22222833081743,7.82767295597484,"ENSG00000172869/ENSG00000116857","DMXL1/TMEM9","GO_BP"
"269","GO:0051480~regulation of cytosolic calcium ion concentration",2,"2/90","53/18669",0.0270128427428326,0.22222833081743,7.82767295597484,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_BP"
"270","GO:1903322~positive regulation of protein modification by small protein conjugation or removal",3,"3/90","136/18669",0.0280588887529595,0.229978965964071,4.57573529411765,"ENSG00000105974/ENSG00000101255/ENSG00000137692","CAV1/TRIB3/DCUN1D5","GO_BP"
"271","GO:0033673~negative regulation of kinase activity",4,"4/90","240/18669",0.0288373649537448,0.232816196603079,3.45722222222222,"ENSG00000105974/ENSG00000101255/ENSG00000134982/ENSG00000173706","CAV1/TRIB3/APC/HEG1","GO_BP"
"272","GO:0045137~development of primary sexual characteristics",4,"4/90","240/18669",0.0288373649537448,0.232816196603079,3.45722222222222,"ENSG00000145685/ENSG00000171552/ENSG00000106003/ENSG00000013619","LHFPL2/BCL2L1/LFNG/MAMLD1","GO_BP"
"273","GO:0003229~ventricular cardiac muscle tissue development",2,"2/90","55/18669",0.0289310682629222,0.232816196603079,7.5430303030303,"ENSG00000066468/ENSG00000173706","FGFR2/HEG1","GO_BP"
"274","GO:0010518~positive regulation of phospholipase activity",2,"2/90","55/18669",0.0289310682629222,0.232816196603079,7.5430303030303,"ENSG00000198121/ENSG00000066468","LPAR1/FGFR2","GO_BP"
"275","GO:2000107~negative regulation of leukocyte apoptotic process",2,"2/90","55/18669",0.0289310682629222,0.232816196603079,7.5430303030303,"ENSG00000215417/ENSG00000171552","MIR17HG/BCL2L1","GO_BP"
"276","GO:0072507~divalent inorganic cation homeostasis",5,"5/90","357/18669",0.0291881454575008,0.234033934411048,2.90522875816993,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000105971/ENSG00000125247","CAV1/PDE4D/DMD/CAV2/TMTC4","GO_BP"
"277","GO:0003158~endothelium development",3,"3/90","139/18669",0.0296668513780143,0.237013509384641,4.47697841726619,"ENSG00000113448/ENSG00000105976/ENSG00000173706","PDE4D/MET/HEG1","GO_BP"
"278","GO:0045806~negative regulation of endocytosis",2,"2/90","56/18669",0.0299101071781197,0.23724396840566,7.40833333333333,"ENSG00000105974/ENSG00000198720","CAV1/ANKRD13B","GO_BP"
"279","GO:0051438~regulation of ubiquitin-protein transferase activity",2,"2/90","56/18669",0.0299101071781197,0.23724396840566,7.40833333333333,"ENSG00000101255/ENSG00000137692","TRIB3/DCUN1D5","GO_BP"
"280","GO:0006826~iron ion transport",2,"2/90","57/18669",0.030902233864381,0.2416489171091,7.27836257309942,"ENSG00000071967/ENSG00000115657","CYBRD1/ABCB6","GO_BP"
"281","GO:0010332~response to gamma radiation",2,"2/90","57/18669",0.030902233864381,0.2416489171091,7.27836257309942,"ENSG00000136997/ENSG00000171552","MYC/BCL2L1","GO_BP"
"282","GO:0050879~multicellular organismal movement",2,"2/90","57/18669",0.030902233864381,0.2416489171091,7.27836257309942,"ENSG00000198947/ENSG00000152413","DMD/HOMER1","GO_BP"
"283","GO:0050881~musculoskeletal movement",2,"2/90","57/18669",0.030902233864381,0.2416489171091,7.27836257309942,"ENSG00000198947/ENSG00000152413","DMD/HOMER1","GO_BP"
"284","GO:0010977~negative regulation of neuron projection development",3,"3/90","142/18669",0.0313227262552771,0.244074623953973,4.38239436619718,"ENSG00000198121/ENSG00000065320/ENSG00000129682","LPAR1/NTN1/FGF13","GO_BP"
"285","GO:0001667~ameboidal-type cell migration",6,"6/90","492/18669",0.0316108538111972,0.245176598156178,2.52967479674797,"ENSG00000162407/ENSG00000169554/ENSG00000079308/ENSG00000105976/ENSG00000117020/ENSG00000164093","PLPP3/ZEB2/TNS1/MET/AKT3/PITX2","GO_BP"
"286","GO:0033135~regulation of peptidyl-serine phosphorylation",3,"3/90","143/18669",0.0318853060279269,0.245176598156178,4.35174825174825,"ENSG00000105974/ENSG00000113448/ENSG00000198947","CAV1/PDE4D/DMD","GO_BP"
"287","GO:0001541~ovarian follicle development",2,"2/90","58/18669",0.031907302426109,0.245176598156178,7.15287356321839,"ENSG00000171552/ENSG00000106003","BCL2L1/LFNG","GO_BP"
"288","GO:0071709~membrane assembly",2,"2/90","58/18669",0.031907302426109,0.245176598156178,7.15287356321839,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_BP"
"289","GO:0050921~positive regulation of chemotaxis",3,"3/90","144/18669",0.0324531862488578,0.248508308542292,4.32152777777778,"ENSG00000198121/ENSG00000111913/ENSG00000105976","LPAR1/RIPOR2/MET","GO_BP"
"290","GO:0010639~negative regulation of organelle organization",5,"5/90","368/18669",0.0326474583944177,0.249133880782229,2.81838768115942,"ENSG00000105976/ENSG00000129682/ENSG00000171552/ENSG00000134982/ENSG00000111490","MET/FGF13/BCL2L1/APC/TBC1D30","GO_BP"
"291","GO:0060047~heart contraction",4,"4/90","250/18669",0.0327921223159123,0.249377892388707,3.31893333333333,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000129682","CAV1/PDE4D/DMD/FGF13","GO_BP"
"292","GO:2000649~regulation of sodium ion transmembrane transporter activity",2,"2/90","59/18669",0.0329251680424587,0.249444830162664,7.0316384180791,"ENSG00000198947/ENSG00000129682","DMD/FGF13","GO_BP"
"293","GO:0031644~regulation of nervous system process",3,"3/90","145/18669",0.033026360251993,0.249444830162664,4.29172413793103,"ENSG00000105464/ENSG00000106089/ENSG00000152413","GRIN2D/STX1A/HOMER1","GO_BP"
"294","GO:0032535~regulation of cellular component size",5,"5/90","370/18669",0.0333028612117144,0.250677659392938,2.80315315315315,"ENSG00000065320/ENSG00000129682/ENSG00000117020/ENSG00000198910/ENSG00000163171","NTN1/FGF13/AKT3/L1CAM/CDC42EP3","GO_BP"
"295","GO:0044089~positive regulation of cellular component biogenesis",6,"6/90","499/18669",0.0335274279427051,0.251397243421472,2.49418837675351,"ENSG00000198121/ENSG00000105974/ENSG00000111913/ENSG00000105976/ENSG00000134982/ENSG00000163171","LPAR1/CAV1/RIPOR2/MET/APC/CDC42EP3","GO_BP"
"296","GO:0045599~negative regulation of fat cell differentiation",2,"2/90","60/18669",0.0339556869605559,0.251397243421472,6.91444444444444,"ENSG00000101255/ENSG00000150907","TRIB3/FOXO1","GO_BP"
"297","GO:0048255~mRNA stabilization",2,"2/90","60/18669",0.0339556869605559,0.251397243421472,6.91444444444444,"ENSG00000112773/ENSG00000082512","TENT5A/TRAF5","GO_BP"
"298","GO:0055008~cardiac muscle tissue morphogenesis",2,"2/90","60/18669",0.0339556869605559,0.251397243421472,6.91444444444444,"ENSG00000066468/ENSG00000173706","FGFR2/HEG1","GO_BP"
"299","GO:0051098~regulation of binding",5,"5/90","372/18669",0.0339664599109896,0.251397243421472,2.78808243727599,"ENSG00000105974/ENSG00000101255/ENSG00000111913/ENSG00000105976/ENSG00000106003","CAV1/TRIB3/RIPOR2/MET/LFNG","GO_BP"
"300","GO:0001508~action potential",3,"3/90","147/18669",0.0341885613392268,0.252197620812363,4.23333333333333,"ENSG00000105974/ENSG00000198947/ENSG00000129682","CAV1/DMD/FGF13","GO_BP"
"301","GO:0046546~development of primary male sexual characteristics",3,"3/90","148/18669",0.0347775735028705,0.253941506851193,4.20472972972973,"ENSG00000145685/ENSG00000171552/ENSG00000013619","LHFPL2/BCL2L1/MAMLD1","GO_BP"
"302","GO:0015833~peptide transport",4,"4/90","255/18669",0.0348831530715858,0.253941506851193,3.25385620915033,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"303","GO:0086065~cell communication involved in cardiac conduction",2,"2/90","61/18669",0.0349987164887545,0.253941506851193,6.80109289617486,"ENSG00000105974/ENSG00000113448","CAV1/PDE4D","GO_BP"
"304","GO:0098900~regulation of action potential",2,"2/90","61/18669",0.0349987164887545,0.253941506851193,6.80109289617486,"ENSG00000105974/ENSG00000129682","CAV1/FGF13","GO_BP"
"305","GO:1902893~regulation of miRNA transcription",2,"2/90","61/18669",0.0349987164887545,0.253941506851193,6.80109289617486,"ENSG00000113580/ENSG00000136997","NR3C1/MYC","GO_BP"
"306","GO:0050796~regulation of insulin secretion",3,"3/90","149/18669",0.0353718496164128,0.254976883391276,4.17651006711409,"ENSG00000163032/ENSG00000150907/ENSG00000106089","VSNL1/FOXO1/STX1A","GO_BP"
"307","GO:0061351~neural precursor cell proliferation",3,"3/90","149/18669",0.0353718496164128,0.254976883391276,4.17651006711409,"ENSG00000066468/ENSG00000129682/ENSG00000150907","FGFR2/FGF13/FOXO1","GO_BP"
"308","GO:0044091~membrane biogenesis",2,"2/90","62/18669",0.0360541149899337,0.256552271616474,6.69139784946237,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_BP"
"309","GO:0046888~negative regulation of hormone secretion",2,"2/90","62/18669",0.0360541149899337,0.256552271616474,6.69139784946237,"ENSG00000163032/ENSG00000150907","VSNL1/FOXO1","GO_BP"
"310","GO:0060038~cardiac muscle cell proliferation",2,"2/90","62/18669",0.0360541149899337,0.256552271616474,6.69139784946237,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"311","GO:0061614~miRNA transcription",2,"2/90","62/18669",0.0360541149899337,0.256552271616474,6.69139784946237,"ENSG00000113580/ENSG00000136997","NR3C1/MYC","GO_BP"
"312","GO:0046718~viral entry into host cell",3,"3/90","151/18669",0.0365761604792053,0.259149573403806,4.12119205298013,"ENSG00000105974/ENSG00000105281/ENSG00000105971","CAV1/SLC1A5/CAV2","GO_BP"
"313","GO:0003007~heart morphogenesis",4,"4/90","260/18669",0.0370503254005774,0.259149573403806,3.19128205128205,"ENSG00000215417/ENSG00000066468/ENSG00000164093/ENSG00000173706","MIR17HG/FGFR2/PITX2/HEG1","GO_BP"
"314","GO:0034976~response to endoplasmic reticulum stress",4,"4/90","260/18669",0.0370503254005774,0.259149573403806,3.19128205128205,"ENSG00000105974/ENSG00000101255/ENSG00000171552/ENSG00000125247","CAV1/TRIB3/BCL2L1/TMTC4","GO_BP"
"315","GO:0046579~positive regulation of Ras protein signal transduction",2,"2/90","63/18669",0.0371217418748334,0.259149573403806,6.58518518518519,"ENSG00000198121/ENSG00000108061","LPAR1/SHOC2","GO_BP"
"316","GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress",2,"2/90","63/18669",0.0371217418748334,0.259149573403806,6.58518518518519,"ENSG00000101255/ENSG00000171552","TRIB3/BCL2L1","GO_BP"
"317","GO:2001244~positive regulation of intrinsic apoptotic signaling pathway",2,"2/90","63/18669",0.0371217418748334,0.259149573403806,6.58518518518519,"ENSG00000105974/ENSG00000136997","CAV1/MYC","GO_BP"
"318","GO:0003015~heart process",4,"4/90","261/18669",0.0374929147525988,0.260917674048746,3.17905491698595,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000129682","CAV1/PDE4D/DMD/FGF13","GO_BP"
"319","GO:0045927~positive regulation of growth",4,"4/90","262/18669",0.0379385587239846,0.262835596907848,3.16692111959288,"ENSG00000215417/ENSG00000065320/ENSG00000066468/ENSG00000198910","MIR17HG/NTN1/FGFR2/L1CAM","GO_BP"
"320","GO:1902903~regulation of supramolecular fiber organization",5,"5/90","384/18669",0.0381213881556644,0.262835596907848,2.70095486111111,"ENSG00000198121/ENSG00000105976/ENSG00000129682/ENSG00000134982/ENSG00000163171","LPAR1/MET/FGF13/APC/CDC42EP3","GO_BP"
"321","GO:1903522~regulation of blood circulation",4,"4/90","263/18669",0.0383872583684955,0.262835596907848,3.15487959442332,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000129682","CAV1/PDE4D/DMD/FGF13","GO_BP"
"322","GO:0008360~regulation of cell shape",3,"3/90","154/18669",0.0384218910296917,0.262835596907848,4.04090909090909,"ENSG00000198121/ENSG00000082397/ENSG00000163171","LPAR1/EPB41L3/CDC42EP3","GO_BP"
"323","GO:0070507~regulation of microtubule cytoskeleton organization",3,"3/90","154/18669",0.0384218910296917,0.262835596907848,4.04090909090909,"ENSG00000105976/ENSG00000129682/ENSG00000134982","MET/FGF13/APC","GO_BP"
"324","GO:0030900~forebrain development",5,"5/90","385/18669",0.03848112670499,0.262835596907848,2.69393939393939,"ENSG00000198121/ENSG00000066468/ENSG00000130449/ENSG00000129682/ENSG00000164093","LPAR1/FGFR2/ZSWIM6/FGF13/PITX2","GO_BP"
"325","GO:0050771~negative regulation of axonogenesis",2,"2/90","65/18669",0.0392931236383407,0.267555946497378,6.3825641025641,"ENSG00000065320/ENSG00000129682","NTN1/FGF13","GO_BP"
"326","GO:0050770~regulation of axonogenesis",3,"3/90","156/18669",0.0396784445655588,0.268461505624562,3.98910256410256,"ENSG00000065320/ENSG00000129682/ENSG00000198910","NTN1/FGF13/L1CAM","GO_BP"
"327","GO:0050905~neuromuscular process",3,"3/90","156/18669",0.0396784445655588,0.268461505624562,3.98910256410256,"ENSG00000198947/ENSG00000105464/ENSG00000152413","DMD/GRIN2D/HOMER1","GO_BP"
"328","GO:0048754~branching morphogenesis of an epithelial tube",3,"3/90","157/18669",0.0403145113935475,0.268461505624562,3.96369426751592,"ENSG00000066468/ENSG00000136997/ENSG00000105976","FGFR2/MYC/MET","GO_BP"
"329","GO:0090101~negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",3,"3/90","157/18669",0.0403145113935475,0.268461505624562,3.96369426751592,"ENSG00000215417/ENSG00000105974/ENSG00000105971","MIR17HG/CAV1/CAV2","GO_BP"
"330","GO:0010517~regulation of phospholipase activity",2,"2/90","66/18669",0.0403966025182915,0.268461505624562,6.28585858585859,"ENSG00000198121/ENSG00000066468","LPAR1/FGFR2","GO_BP"
"331","GO:0017156~calcium-ion regulated exocytosis",2,"2/90","66/18669",0.0403966025182915,0.268461505624562,6.28585858585859,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","GO_BP"
"332","GO:0048488~synaptic vesicle endocytosis",2,"2/90","66/18669",0.0403966025182915,0.268461505624562,6.28585858585859,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","GO_BP"
"333","GO:0140238~presynaptic endocytosis",2,"2/90","66/18669",0.0403966025182915,0.268461505624562,6.28585858585859,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","GO_BP"
"334","GO:0007189~adenylate cyclase-activating G protein-coupled receptor signaling pathway",3,"3/90","158/18669",0.0409557576697184,0.270552512606229,3.93860759493671,"ENSG00000198121/ENSG00000113448/ENSG00000117114","LPAR1/PDE4D/ADGRL2","GO_BP"
"335","GO:0044409~entry into host",3,"3/90","158/18669",0.0409557576697184,0.270552512606229,3.93860759493671,"ENSG00000105974/ENSG00000105281/ENSG00000105971","CAV1/SLC1A5/CAV2","GO_BP"
"336","GO:0071900~regulation of protein serine/threonine kinase activity",5,"5/90","393/18669",0.0414343327631605,0.272597982043106,2.63910093299406,"ENSG00000105974/ENSG00000101255/ENSG00000134982/ENSG00000123975/ENSG00000173706","CAV1/TRIB3/APC/CKS2/HEG1","GO_BP"
"337","GO:0007405~neuroblast proliferation",2,"2/90","67/18669",0.0415117577715891,0.272597982043106,6.19203980099503,"ENSG00000066468/ENSG00000129682","FGFR2/FGF13","GO_BP"
"338","GO:0090596~sensory organ morphogenesis",4,"4/90","272/18669",0.042563178686526,0.274468967446259,3.05049019607843,"ENSG00000065320/ENSG00000143995/ENSG00000066468/ENSG00000164093","NTN1/MEIS1/FGFR2/PITX2","GO_BP"
"339","GO:0060193~positive regulation of lipase activity",2,"2/90","68/18669",0.0426384539496556,0.274468967446259,6.10098039215686,"ENSG00000198121/ENSG00000066468","LPAR1/FGFR2","GO_BP"
"340","GO:1902305~regulation of sodium ion transmembrane transport",2,"2/90","68/18669",0.0426384539496556,0.274468967446259,6.10098039215686,"ENSG00000198947/ENSG00000129682","DMD/FGF13","GO_BP"
"341","GO:0007605~sensory perception of sound",3,"3/90","161/18669",0.0429104640822254,0.274468967446259,3.86521739130435,"ENSG00000079335/ENSG00000111913/ENSG00000125247","CDC14A/RIPOR2/TMTC4","GO_BP"
"342","GO:0040029~epigenetic regulation of gene expression",3,"3/90","162/18669",0.0435723177437059,0.274468967446259,3.84135802469136,"ENSG00000269821/ENSG00000135632/ENSG00000176619","KCNQ1OT1/SMYD5/LMNB2","GO_BP"
"343","GO:0043489~RNA stabilization",2,"2/90","69/18669",0.0437765566125915,0.274468967446259,6.01256038647343,"ENSG00000112773/ENSG00000082512","TENT5A/TRAF5","GO_BP"
"344","GO:0055021~regulation of cardiac muscle tissue growth",2,"2/90","69/18669",0.0437765566125915,0.274468967446259,6.01256038647343,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"345","GO:1902373~negative regulation of mRNA catabolic process",2,"2/90","69/18669",0.0437765566125915,0.274468967446259,6.01256038647343,"ENSG00000112773/ENSG00000082512","TENT5A/TRAF5","GO_BP"
"346","GO:1901016~regulation of potassium ion transmembrane transporter activity",2,"2/90","70/18669",0.0449259323227768,0.274468967446259,5.92666666666667,"ENSG00000105974/ENSG00000220205","CAV1/VAMP2","GO_BP"
"347","GO:0051348~negative regulation of transferase activity",4,"4/90","277/18669",0.044990222761409,0.274468967446259,2.99542719614922,"ENSG00000105974/ENSG00000101255/ENSG00000134982/ENSG00000173706","CAV1/TRIB3/APC/HEG1","GO_BP"
"348","GO:0050806~positive regulation of synaptic transmission",3,"3/90","165/18669",0.0455885679814935,0.274468967446259,3.77151515151515,"ENSG00000220205/ENSG00000105464/ENSG00000106089","VAMP2/GRIN2D/STX1A","GO_BP"
